Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C1611,3458,5,Low,Rural,273,220,9,11,1753964.16
C1612,8404,3,Medium,Rural,239,307,7,9,4718351.17
C1613,4091,4,High,Suburban,165,252,5,4,2532205.86
C1614,7395,5,Low,Suburban,180,205,10,11,3560763.74
C1615,9631,3,High,Urban,177,430,10,8,10673682.99
C1616,1025,5,High,Suburban,284,281,9,8,992886.65
C1617,6977,2,High,Urban,286,416,2,18,7619817.68
C1618,501,3,Low,Urban,188,246,7,4,287551.93
C1619,874,2,High,Suburban,176,440,9,18,812827.69
C1620,5148,2,Medium,Urban,225,377,2,5,3851824.54
C1621,2865,3,High,Urban,266,281,10,18,2921236.29
C1622,2025,1,Low,Suburban,238,486,6,14,1636646.26
C1623,2146,3,Low,Urban,256,391,9,5,2131541.17
C1624,513,1,Medium,Urban,271,342,3,13,448297.36
C1625,5099,5,Low,Urban,275,478,8,13,5187832.4
C1626,2778,5,Medium,Urban,247,240,5,18,1784418.36
C1627,3655,3,High,Suburban,182,470,7,7,3670813.28
C1628,8821,5,Medium,Rural,240,286,3,22,5226734.67
C1629,4314,4,High,Suburban,269,202,8,10,3545398.29
C1630,3716,2,Low,Suburban,151,410,2,13,2186891.03
C1631,8719,2,Low,Urban,291,200,8,13,6289496.23
C1632,2613,1,Low,Urban,162,274,2,20,1353092.72
C1633,9944,5,Medium,Urban,173,430,7,21,8805558.61
C1634,4856,1,High,Suburban,218,275,2,12,3456072.19
C1635,6043,2,Low,Suburban,183,459,7,6,5346399.58
C1636,5055,2,Medium,Suburban,236,224,1,12,2702751.69
C1637,7562,5,Medium,Urban,168,399,6,16,5870423.3
C1638,3874,4,High,Urban,179,293,10,8,3353870.91
C1639,6930,4,Low,Suburban,198,307,7,7,4698436.52
C1640,3966,5,Medium,Urban,293,294,4,17,3417238.07
C1641,3581,5,Low,Suburban,263,290,1,7,2154155.09
C1642,1129,1,Medium,Suburban,265,243,6,8,851397.56
C1643,769,5,Medium,Suburban,288,222,4,21,563256.06
C1644,6224,4,High,Rural,227,389,3,22,4819508.86
C1645,6397,5,Medium,Rural,184,222,4,19,2944863.38
C1646,3932,1,Medium,Suburban,220,433,6,16,3661131.35
C1647,9972,1,Medium,Suburban,257,385,5,13,8108095.2
C1648,6776,1,Low,Urban,203,262,2,16,3657198.67
C1649,6395,1,Medium,Rural,172,302,2,7,3154881.37
C1650,7615,3,High,Suburban,159,388,3,15,6622509.17
C1651,7156,5,High,Urban,210,388,6,14,7733127.92
C1652,1075,2,High,Suburban,285,268,1,21,768194.96
C1653,7529,5,High,Urban,197,313,7,12,5984278.08
C1654,6599,3,Low,Suburban,261,303,8,15,5104074.92
C1655,9999,1,Medium,Suburban,275,307,7,17,8208746.48
C1656,3692,3,Low,Urban,236,220,3,22,2057669.7
C1657,3678,4,Medium,Urban,175,465,6,15,3523026.4
C1658,6552,4,Low,Rural,201,408,4,6,3662544.78
C1659,3234,5,Medium,Suburban,155,369,5,11,2457156.89
C1660,6616,5,Medium,Rural,157,393,3,21,4068441.31
C1661,4068,2,High,Urban,166,322,5,22,3578370.68
C1662,2703,2,High,Suburban,225,376,6,9,2345154.64
C1663,1890,4,High,Suburban,183,203,8,17,1243596.4
C1664,2242,1,Low,Urban,296,387,6,19,2082862.53
C1665,2425,3,Low,Urban,219,228,9,16,1481184.34
C1666,1119,2,Medium,Urban,231,285,10,16,910887.92
C1667,1774,2,Medium,Urban,267,246,10,11,1569657.5
C1668,1456,1,Medium,Rural,187,276,10,18,831529.61
C1669,2439,1,Medium,Urban,292,390,10,4,2561002.9
C1670,4453,5,Medium,Suburban,251,230,4,16,3078872.19
C1671,1468,3,Medium,Suburban,189,368,2,6,997218.5
C1672,9735,1,Medium,Urban,286,235,9,5,8395726.1
C1673,781,2,Medium,Suburban,202,444,3,5,683909.45
C1674,6762,2,Medium,Urban,267,387,7,13,6951453.45
C1675,1558,4,Medium,Suburban,215,214,4,7,903040.14
C1676,4793,1,Medium,Urban,229,415,1,18,3830650.88
C1677,5678,5,Low,Suburban,201,357,8,21,4442981.16
C1678,7480,3,Medium,Suburban,278,354,4,11,5758917.94
C1679,9700,5,High,Rural,273,440,6,13,8881833.87
C1680,1729,2,High,Rural,261,495,7,14,1592281.48
C1681,9727,5,Medium,Suburban,150,244,8,10,5022866.92
C1682,5085,2,Medium,Urban,165,374,10,16,4393084.16
C1683,8967,2,Medium,Suburban,294,255,2,19,6611683.43
C1684,3240,2,Medium,Suburban,261,253,9,22,2319281.26
C1685,2789,2,Medium,Rural,261,464,10,17,2199023.62
C1686,1739,2,Medium,Urban,251,438,3,17,1717976.75
C1687,5870,4,Medium,Urban,231,307,1,14,4478584.91
C1688,625,5,Medium,Suburban,299,397,2,11,525079.17
C1689,7973,4,High,Suburban,248,413,8,14,8726309.36
C1690,9900,4,Low,Urban,189,445,10,21,8271476.79
C1691,5842,1,High,Suburban,185,237,6,14,3691378.79
C1692,7851,1,Low,Suburban,274,372,1,13,5661057.95
C1693,7138,1,Low,Rural,153,304,9,8,3659676.22
C1694,7070,3,High,Suburban,267,239,7,10,5426078.35
C1695,3749,1,High,Urban,174,329,10,13,3362912.83
C1696,9610,5,Low,Urban,244,380,3,5,7823535.94
C1697,8095,4,Medium,Urban,227,393,7,18,7739862.03
C1698,6794,5,Low,Suburban,161,488,6,8,5451560.62
C1699,7027,1,Medium,Suburban,176,258,3,11,3777381.73
C1700,6257,3,High,Urban,212,225,8,11,4919387.68
C1701,2469,3,High,Suburban,204,302,1,8,1870312.75
C1702,1391,4,Medium,Suburban,231,220,5,7,777178.46
C1703,4970,5,Medium,Urban,163,279,8,3,3256322.2
C1704,7675,2,Medium,Urban,205,398,3,5,6694079.73
C1705,8820,5,Medium,Rural,296,236,10,5,5859539.13
C1706,9706,1,High,Urban,235,213,6,14,7716343.35
C1707,7312,2,High,Suburban,175,420,10,6,7398610.36
C1708,8019,3,Medium,Suburban,241,365,2,23,6088635.96
C1709,5112,4,Medium,Suburban,185,372,9,18,4184044.38
C1710,1698,4,Medium,Suburban,295,349,2,13,1275634.24
C1711,5738,3,Low,Suburban,227,371,5,10,3909232.68
C1712,6589,1,High,Rural,261,280,3,11,4614317.48
C1713,6757,3,Medium,Rural,172,424,10,16,5188237.2
C1714,8205,1,Medium,Suburban,268,234,9,17,6144310.94
C1715,4219,2,Medium,Urban,265,387,9,21,4136419.74
C1716,802,3,High,Urban,291,423,7,11,1008342.52
C1717,1486,1,Low,Suburban,171,330,10,19,1019630.89
C1718,4940,2,High,Suburban,177,208,5,11,2885319.75
C1719,5409,3,High,Urban,192,268,9,5,4622909.74
C1720,3572,4,High,Urban,225,227,7,18,2501177.78
C1721,3624,3,Medium,Suburban,167,433,2,15,2602856.06
C1722,8625,5,Medium,Urban,249,230,10,19,6929480.42
C1723,3791,3,Medium,Suburban,273,431,1,6,3582920.08
C1724,4533,5,Medium,Suburban,258,253,10,23,3616342.76
C1725,5605,2,Low,Suburban,185,374,10,11,4314892.81
C1726,1203,3,Medium,Urban,274,497,4,11,1233802.32
C1727,8633,2,Medium,Urban,156,478,10,20,8442108.46
C1728,1074,2,High,Urban,172,285,8,16,777197.55
C1729,6204,1,Low,Urban,266,264,6,22,4542849.67
C1730,8348,2,Medium,Suburban,263,288,2,5,5730281.33
C1731,5708,2,High,Suburban,245,253,5,6,4362189.87
C1732,7424,3,High,Urban,170,317,9,3,7012929.29
C1733,4328,3,High,Urban,219,428,6,20,4612394.89
C1734,3730,4,High,Urban,202,466,6,6,4024134.67
C1735,988,1,High,Rural,233,221,7,12,535068.74
C1736,7614,2,Medium,Suburban,255,446,5,6,6597731.89
C1737,3673,1,Medium,Rural,190,219,3,23,1582324.65
C1738,2167,5,Low,Rural,277,383,3,19,1432440.73
C1739,4614,2,Low,Suburban,291,249,5,10,3053655.73
C1740,4053,1,Medium,Suburban,237,289,4,21,2993932.23
C1741,8261,4,Low,Urban,252,303,5,11,5829140.26
C1742,1500,4,Medium,Suburban,256,393,9,18,1416385.55
C1743,9542,2,Low,Urban,166,273,5,17,5707712.08
C1744,1888,5,Low,Rural,174,468,4,22,1126481.04
C1745,5950,4,High,Urban,213,214,4,18,4030493.59
C1746,4212,4,Low,Suburban,235,482,1,23,3450073.43
C1747,1867,5,High,Urban,268,397,10,14,2020674.26
C1748,8689,1,Low,Rural,184,394,4,20,5259076.68
C1749,9513,4,High,Urban,186,235,4,9,5983368.59
C1750,954,3,High,Suburban,204,404,9,18,855943.09
C1751,3272,4,Medium,Suburban,294,338,4,21,2548322.81
C1752,4226,1,Medium,Urban,278,463,7,8,4714414.59
C1753,7732,1,Low,Suburban,202,256,1,8,3837162.28
C1754,5306,2,High,Rural,222,309,7,8,3570169.91
C1755,2690,3,High,Urban,262,373,2,17,2443154.28
C1756,9608,1,High,Rural,162,405,8,4,6729807.87
C1757,3375,5,Medium,Suburban,196,424,1,11,2374750.19
C1758,6092,3,Medium,Rural,177,263,10,10,3012265.22
C1759,1940,3,High,Urban,202,451,3,9,2096146.59
C1760,9427,5,Medium,Suburban,180,466,8,18,8676414.89
C1761,6559,4,Medium,Rural,157,292,10,17,3382473.81
C1762,7510,5,Low,Suburban,221,382,8,11,5502459.2
C1763,7617,5,High,Suburban,273,499,5,22,9778991.57
C1764,9653,4,Low,Urban,247,413,5,17,8860230.63
C1765,3489,4,Medium,Urban,236,341,8,4,3281082.68
C1766,9718,4,Medium,Suburban,223,282,10,22,6450812.55
C1767,6728,4,High,Suburban,250,298,5,16,5085309.7
C1768,6971,4,Medium,Suburban,174,480,9,13,6786186.79
C1769,3363,5,Medium,Urban,264,301,1,5,2400611.85
C1770,1677,2,Low,Suburban,182,270,5,4,903547.3
C1771,5260,2,High,Urban,284,465,3,20,5868498.7
C1772,511,1,High,Suburban,246,329,3,16,400591.15
C1773,5752,2,High,Rural,261,259,2,7,3225908.44
C1774,4899,2,Medium,Suburban,245,318,3,14,3604277.18
C1775,8734,5,High,Urban,154,462,7,16,9640362.98
C1776,9635,4,Medium,Rural,270,220,8,8,4941231.45
C1777,5945,4,Medium,Suburban,259,296,8,10,4423252.8
C1778,7070,5,Medium,Suburban,166,200,8,9,3747021.71
C1779,9696,2,Medium,Urban,225,402,1,9,8009008.4
C1780,8712,5,High,Suburban,201,327,7,14,7505544.25
C1781,906,1,Medium,Urban,289,331,2,9,811108.91
C1782,9706,4,Medium,Suburban,211,233,10,14,5672022.52
C1783,4931,3,Medium,Urban,170,286,4,18,3129131.82
C1784,5743,1,Low,Urban,234,231,5,9,3686598.81
C1785,7042,1,Medium,Urban,170,458,1,10,5809497.82
C1786,7436,5,Medium,Urban,292,232,4,3,5005799.62
C1787,9406,2,Low,Urban,277,485,4,15,8984800.51
C1788,4646,4,Medium,Suburban,203,248,9,21,3214710.68
C1789,640,3,Medium,Urban,175,485,9,3,717399.09
C1790,5382,1,High,Suburban,202,281,10,20,4341098.31
C1791,6512,3,Medium,Urban,215,343,1,9,4702935.21
C1792,1463,2,High,Rural,156,479,8,19,1204123.11
C1793,7651,2,High,Rural,181,291,4,17,4156203.76
C1794,9064,3,High,Urban,236,423,4,21,9034265.78
C1795,4110,4,Medium,Suburban,151,416,5,6,3097712.11
C1796,7394,2,Medium,Urban,224,355,2,19,6155334.28
C1797,7811,3,High,Rural,178,476,1,9,5536506.42
C1798,605,1,Medium,Suburban,276,207,5,18,420795.1
C1799,6039,3,Medium,Urban,198,235,7,19,3673784.94
C1800,7287,3,Medium,Urban,181,323,10,22,5885436.0
C1801,2637,5,Low,Urban,164,208,9,17,1465826.78
C1802,4945,2,High,Urban,211,239,2,11,3272401.93
C1803,4030,4,Medium,Suburban,227,378,8,23,3282866.29
C1804,1786,4,Medium,Suburban,166,328,7,15,1107851.79
C1805,7552,5,Medium,Urban,171,267,2,9,4944101.27
C1806,4154,4,Medium,Urban,230,353,5,21,3507265.2
C1807,7602,3,Low,Urban,293,202,7,13,4699199.97
C1808,2859,5,Medium,Urban,157,464,3,10,2648214.07
C1809,8605,1,High,Rural,180,203,2,19,3909464.58
C1810,9136,2,Medium,Urban,161,461,6,6,7653920.59
C1811,6941,2,High,Suburban,182,481,10,6,7518537.43
C1812,5547,2,Medium,Urban,161,284,6,20,3601428.08
C1813,8727,3,Medium,Urban,174,234,4,19,4716715.34
C1814,5703,1,Low,Suburban,197,313,1,5,3211400.05
C1815,2298,5,Medium,Suburban,232,258,5,11,1433629.78
C1816,5791,5,High,Suburban,204,237,1,8,3724976.27
C1817,5995,2,High,Suburban,280,232,8,4,4411558.57
C1818,6784,1,Medium,Suburban,274,402,2,14,5316681.2
C1819,7785,1,Medium,Urban,218,401,9,17,8134412.74
C1820,1800,1,High,Suburban,200,299,9,11,1437898.44
C1821,7369,4,Medium,Suburban,176,317,3,4,4357808.19
C1822,9935,4,Low,Urban,293,442,6,14,10389746.42
C1823,3597,2,High,Suburban,174,228,9,18,2511101.32
C1824,5116,1,Medium,Urban,182,426,7,9,4410377.12
C1825,509,1,High,Urban,211,412,4,3,535659.17
C1826,6252,5,Medium,Suburban,294,386,3,23,5578356.58
C1827,6795,5,High,Rural,179,312,2,9,4094840.58
C1828,5315,2,Medium,Rural,190,498,10,5,4594320.06
C1829,1572,1,Medium,Urban,266,360,10,22,1608942.45
C1830,3725,2,Medium,Suburban,153,218,1,7,1861261.33
C1831,1816,5,Medium,Suburban,215,463,10,5,1918002.84
C1832,6199,5,Low,Urban,209,358,1,17,4068954.23
C1833,7307,4,Medium,Suburban,286,210,4,8,5127944.6
C1834,7174,2,Low,Suburban,180,207,4,17,3205671.79
C1835,4183,2,High,Rural,238,352,9,5,3424670.82
C1836,7727,1,Medium,Urban,249,312,10,3,7344313.09
C1837,3773,1,Low,Urban,268,347,1,4,2804019.8
C1838,7500,4,Low,Rural,218,237,4,6,3019425.25
C1839,645,3,Low,Suburban,173,334,3,23,415590.63
C1840,5510,3,Medium,Rural,172,434,9,16,3567165.34
C1841,3540,3,Low,Urban,212,454,5,16,3017545.63
C1842,982,2,High,Suburban,267,273,9,12,876975.55
C1843,3679,2,Low,Suburban,263,475,10,13,3309789.95
C1844,1749,5,Medium,Urban,155,408,6,6,1554230.79
C1845,1130,2,High,Suburban,155,466,9,17,1071022.77
C1846,9353,2,High,Suburban,179,343,1,22,7512948.23
C1847,3352,2,Low,Urban,150,241,4,6,1840048.1
C1848,1487,4,High,Urban,212,423,4,22,1561664.31
C1849,8122,2,Medium,Suburban,285,251,10,22,6523413.95
C1850,7827,1,High,Suburban,177,336,10,18,6669693.82
C1851,9341,1,Medium,Rural,238,394,6,4,6403251.47
C1852,9660,5,Medium,Urban,202,294,10,15,7364421.54
C1853,1600,4,High,Urban,187,457,1,10,1700001.73
C1854,7152,1,Medium,Rural,201,224,10,15,3666380.25
C1855,9132,4,Medium,Rural,227,431,5,22,6966748.01
C1856,7921,4,Medium,Urban,288,293,3,23,6457381.14
C1857,5516,5,Low,Suburban,279,420,1,10,4159112.42
C1858,1269,4,Low,Urban,202,496,6,6,1093264.99
C1859,1843,2,Low,Urban,243,402,3,7,1458754.33
C1860,4858,4,Medium,Urban,243,280,4,23,3897432.87
C1861,7280,5,Medium,Urban,156,404,9,8,6619215.37
C1862,7102,5,Medium,Rural,216,276,2,21,3803272.86
C1863,2849,5,Low,Suburban,286,237,1,12,1763236.32
C1864,6199,1,Medium,Rural,265,394,10,5,4484281.52
C1865,1741,2,High,Suburban,288,241,6,15,1321553.87
C1866,1625,1,Medium,Suburban,186,381,1,11,1095595.34
C1867,9882,3,Medium,Suburban,291,444,1,19,8607599.18
C1868,7264,2,High,Rural,296,394,7,12,5870240.72
C1869,5601,4,High,Suburban,157,277,2,14,3235179.59
C1870,8343,5,Medium,Suburban,284,324,4,15,7101076.4
C1871,572,3,High,Rural,208,340,4,12,387631.57
C1872,5972,2,Medium,Urban,272,226,2,21,3953999.18
C1873,5689,1,High,Suburban,156,480,6,23,5601541.31
C1874,2972,5,Medium,Rural,269,492,10,21,2558625.16
C1875,1207,1,Medium,Rural,152,441,2,19,749294.53
C1876,2304,2,Low,Urban,216,435,8,7,1910243.59
C1877,7204,2,High,Suburban,167,402,4,10,6577325.12
C1878,4213,3,Medium,Suburban,194,341,1,7,2637424.5
C1879,5551,4,Medium,Urban,246,293,7,17,4789662.65
C1880,2975,1,Medium,Suburban,241,351,6,6,2463154.6
C1881,4110,3,High,Urban,293,452,6,15,5167745.89
C1882,4755,5,High,Urban,228,266,3,19,4055908.42
C1883,7897,4,Medium,Suburban,208,375,10,7,6226100.41
C1884,2235,3,Medium,Suburban,295,302,7,3,1700380.54
C1885,8758,1,Medium,Suburban,232,290,6,17,5974800.95
C1886,8479,2,Medium,Suburban,258,392,10,12,8530997.97
C1887,2928,5,High,Urban,204,365,10,13,2720084.67
C1888,7926,1,Low,Urban,284,289,9,20,6095731.46
C1889,9033,4,Medium,Urban,240,467,3,15,8801185.79
C1890,5749,4,Medium,Urban,232,250,3,22,4042331.7
C1891,5791,2,Medium,Suburban,275,365,4,18,4648916.45
C1892,3317,2,Medium,Suburban,230,373,3,21,2538771.27
C1893,9924,5,Medium,Urban,288,426,4,14,9771816.73
C1894,4374,5,Low,Urban,154,465,6,16,3341998.65
C1895,4711,2,Medium,Suburban,215,208,1,4,2576858.36
C1896,1161,2,Medium,Urban,260,286,2,12,863504.42
C1897,3874,4,Low,Rural,161,293,10,6,2018223.01
C1898,9708,2,Low,Suburban,255,251,6,3,6287541.54
C1899,707,3,High,Urban,224,378,6,19,651796.31
C1900,3165,1,Medium,Urban,287,477,1,13,3255725.41
C1901,2993,2,Medium,Suburban,177,438,6,9,2739398.7
C1902,7313,5,High,Urban,156,272,9,19,5327155.14
C1903,1132,3,Medium,Urban,291,271,8,19,972753.0
C1904,3583,5,Medium,Urban,226,267,10,11,2883085.29
C1905,4219,3,Medium,Suburban,210,204,5,12,2186377.12
C1906,7623,2,Medium,Suburban,200,437,4,8,6602633.09
C1907,2179,1,Medium,Urban,285,320,6,19,2011247.23
C1908,736,5,Medium,Suburban,278,410,5,18,657121.08
C1909,7946,3,High,Suburban,160,461,6,9,7271465.09
C1910,4943,4,High,Suburban,256,257,10,21,4534707.69
C1911,7270,2,Low,Urban,197,242,3,6,3756797.19
C1912,6599,1,Low,Suburban,287,396,7,22,5575093.35
C1913,9055,2,Medium,Rural,292,271,8,19,6167114.3
C1914,2868,4,Medium,Urban,252,290,5,11,2098234.26
C1915,785,1,Low,Urban,196,236,5,13,486397.4
C1916,648,4,High,Urban,261,436,4,3,735524.41
C1917,4537,2,Medium,Urban,155,492,10,9,4654213.68
C1918,7049,3,High,Urban,160,353,5,7,5876264.38
C1919,7621,2,High,Rural,166,369,10,7,5908776.06
C1920,5395,2,High,Rural,292,471,8,3,5853677.33
C1921,5780,2,Medium,Urban,165,309,5,8,3882653.8
C1922,1512,5,Medium,Suburban,205,350,9,15,1208311.46
C1923,3285,4,Medium,Suburban,215,330,1,17,2128050.2
C1924,4225,4,Low,Suburban,232,467,7,6,3605649.32
C1925,5076,4,Medium,Suburban,224,222,5,19,2728996.21
C1926,6282,5,Medium,Urban,276,338,4,15,5813207.75
C1927,6757,3,Low,Suburban,280,438,3,13,6187871.5
C1928,2908,2,Medium,Suburban,167,391,10,6,2483114.87
C1929,840,3,High,Suburban,238,326,7,9,745323.63
C1930,3317,5,Low,Suburban,243,228,2,21,1904349.57
C1931,2996,4,Low,Urban,166,320,5,9,2059562.19
C1932,6462,2,Medium,Urban,263,397,2,16,5907017.13
C1933,5799,1,High,Rural,256,373,7,23,5087015.21
C1934,8074,1,Medium,Suburban,248,343,6,18,5859008.56
C1935,2189,3,Low,Rural,162,378,10,23,1151540.08
C1936,3767,4,Medium,Urban,212,210,7,11,2191899.76
C1937,4906,1,High,Suburban,163,338,9,4,3635304.0
C1938,8953,3,High,Suburban,167,452,2,18,7805436.53
C1939,1942,5,Medium,Rural,282,218,9,7,1234215.4
C1940,9097,3,Medium,Urban,163,359,7,14,7396164.98
C1941,4937,3,Medium,Urban,174,321,2,22,3461857.93
C1942,5935,3,Low,Suburban,193,271,10,17,3551379.37
C1943,8935,2,Medium,Rural,270,254,2,5,4853079.84
C1944,4607,3,High,Rural,188,368,4,11,2990322.78
C1945,1060,3,High,Rural,289,298,2,9,730594.57
C1946,9285,2,Medium,Rural,253,269,1,6,5135713.28
C1947,6048,2,Low,Urban,211,348,6,11,4597176.02
C1948,2326,5,Medium,Urban,202,316,10,17,1877544.12
C1949,8129,4,High,Urban,202,225,5,23,6122380.48
C1950,8825,1,High,Urban,267,447,3,9,9592761.59
C1951,3638,1,Low,Rural,214,408,1,13,2069592.07
C1952,8193,3,Medium,Rural,280,426,9,21,7403354.69
C1953,8764,5,Medium,Urban,192,313,8,13,7410206.08
C1954,8342,3,Medium,Suburban,199,393,6,3,6031757.86
C1955,7221,1,High,Rural,286,209,6,23,4532771.86
C1956,7502,2,Medium,Suburban,185,294,4,15,4542767.74
C1957,4725,4,High,Urban,172,320,2,15,3475105.34
C1958,3478,5,Medium,Suburban,223,325,4,4,2538634.44
C1959,7873,2,High,Urban,199,236,2,19,5285242.7
C1960,6407,4,Medium,Suburban,204,268,7,21,4365706.83
C1961,6597,5,High,Suburban,274,496,9,17,7462344.22
C1962,6156,5,Medium,Urban,161,373,2,21,4898106.47
C1963,9484,1,Medium,Rural,232,244,9,12,5344996.78
C1964,4759,2,Medium,Suburban,181,322,9,12,3543656.72
C1965,8786,5,Medium,Suburban,235,226,8,11,5803981.84
C1966,6401,5,Medium,Rural,168,392,1,21,3973789.52
C1967,9825,4,Medium,Urban,200,335,5,13,8374567.39
C1968,5417,1,High,Urban,213,394,10,8,6048695.2
C1969,8929,3,Low,Rural,279,248,4,4,4742109.92
C1970,3030,1,High,Urban,277,295,7,12,3033984.78
C1971,2460,3,High,Suburban,288,320,8,17,2295281.32
C1972,7545,2,Low,Urban,213,448,10,7,6740125.49
C1973,1548,2,Medium,Urban,150,416,8,20,1315498.08
C1974,6272,5,Medium,Suburban,238,313,2,9,4507826.43
C1975,3029,2,Low,Urban,175,213,3,5,1362164.83
C1976,3464,5,Medium,Suburban,288,261,10,23,2769220.92
C1977,7637,1,High,Suburban,236,242,10,18,5912951.79
C1978,1463,2,Low,Rural,151,439,7,19,890480.6
C1979,1036,1,Medium,Suburban,242,295,4,4,779392.67
C1980,7840,1,Medium,Urban,268,226,6,18,5207726.73
C1981,7679,2,High,Rural,281,441,8,23,7616706.75
C1982,8467,1,Low,Suburban,229,439,8,22,7457917.59
C1983,9234,2,Medium,Suburban,260,266,7,3,6303026.16
C1984,1345,2,Medium,Rural,275,480,2,16,1094502.41
C1985,6277,2,Medium,Suburban,154,391,2,18,4301818.64
C1986,3536,3,High,Suburban,292,318,3,11,3131838.47
C1987,6447,1,High,Suburban,175,351,4,19,5018765.42
C1988,2994,4,Low,Urban,155,464,1,10,2472232.56
C1989,3219,2,Medium,Urban,272,430,5,11,3572743.97
C1990,2384,1,Medium,Suburban,193,448,7,4,2282292.52
C1991,4849,5,Medium,Urban,207,258,10,15,3847835.45
C1992,5679,2,Medium,Urban,230,216,5,3,3337554.83
C1993,7110,2,Medium,Urban,195,370,7,9,5924826.44
C1994,6930,4,Medium,Suburban,251,331,5,20,5792230.32
C1995,7654,3,High,Urban,197,335,10,23,7703458.91
C1996,6988,3,Low,Suburban,263,241,8,7,4455056.49
C1997,5237,2,High,Urban,169,205,7,9,3532310.67
C1998,7025,1,Medium,Suburban,264,369,1,14,5167960.34
C1999,4350,5,Medium,Suburban,225,487,1,19,3898862.05
C2000,1189,5,High,Suburban,270,414,5,7,1238198.05
C2001,5675,1,Medium,Urban,258,268,2,14,4158153.96
C2002,9148,2,Medium,Rural,217,226,9,21,4944210.27
C2003,5578,5,Medium,Rural,281,424,2,15,4413131.7
C2004,5948,3,Medium,Rural,298,433,9,18,4839587.65
C2005,1679,1,High,Rural,215,250,10,21,1108388.95
C2006,9574,4,High,Suburban,293,348,2,12,9030561.7
C2007,6906,2,Low,Suburban,284,274,4,14,4756690.43
C2008,9091,1,Low,Suburban,232,291,3,9,5465043.62
C2009,7407,5,Medium,Suburban,158,267,6,16,4645462.25
C2010,9300,2,Low,Rural,166,434,4,12,5401692.08
C2011,2138,3,Medium,Suburban,262,343,9,10,1707072.76
C2012,6171,2,Low,Rural,289,275,9,17,3829808.15
C2013,7428,2,Medium,Urban,269,285,10,18,6034506.14
C2014,1882,3,Low,Rural,160,426,9,10,1129691.19
C2015,1903,3,Medium,Suburban,290,255,3,6,1257866.38
C2016,9511,2,Medium,Suburban,175,279,3,19,5581384.86
C2017,3792,3,Medium,Urban,212,223,4,6,2279835.09
C2018,9511,1,High,Suburban,171,426,9,13,8585932.16
C2019,919,3,High,Rural,283,227,6,15,624897.45
C2020,5017,3,Medium,Urban,297,320,9,8,4791149.92
C2021,3802,2,Low,Suburban,159,292,8,16,2168027.02
C2022,8357,1,High,Urban,232,311,7,9,8359339.28
C2023,8370,4,High,Rural,175,230,5,14,4227512.54
C2024,6193,4,High,Suburban,220,342,9,3,5884115.09
C2025,1267,5,Low,Urban,186,497,4,12,1082942.66
C2026,2544,3,High,Urban,285,426,4,3,2966148.54
C2027,2049,3,Medium,Suburban,282,449,8,18,2197538.82
C2028,6640,1,High,Urban,275,249,4,9,5407123.52
C2029,4216,4,High,Suburban,264,413,7,22,4642709.34
C2030,4981,5,Medium,Rural,241,468,4,8,3827839.52
C2031,8398,1,High,Rural,266,487,1,20,7160934.21
C2032,7048,3,Medium,Urban,198,394,10,22,6890614.67
C2033,2793,4,High,Rural,185,453,9,6,2278894.21
C2034,5337,5,Medium,Suburban,175,278,4,18,3294939.36
C2035,8258,2,High,Urban,194,443,3,3,8449453.25
C2036,7293,4,Low,Urban,210,290,3,23,4402352.43
C2037,8138,5,High,Urban,281,205,9,22,7236071.84
C2038,8493,1,Medium,Rural,225,480,8,4,7405256.85
C2039,6507,2,Medium,Urban,207,349,10,18,5512988.81
C2040,6042,5,Medium,Urban,254,481,7,23,7100060.31
C2041,9592,5,High,Suburban,175,390,7,11,8216619.23
C2042,6856,3,Low,Suburban,244,473,4,17,6214977.42
C2043,8933,4,Medium,Suburban,228,272,3,18,5214465.74
C2044,7880,3,Medium,Suburban,277,267,4,11,5049781.0
C2045,2885,2,High,Urban,286,262,6,9,2450607.61
C2046,4768,5,Low,Rural,227,333,4,12,2789417.84
C2047,1171,3,Low,Urban,185,467,4,9,996159.09
C2048,663,4,Medium,Suburban,281,422,2,15,597564.98
C2049,9156,2,Medium,Suburban,208,325,7,4,7192399.43
C2050,5092,1,Medium,Urban,273,464,6,14,5049528.95
C2051,5295,3,Medium,Rural,237,206,2,15,2360587.33
C2052,5298,2,High,Suburban,230,405,5,5,5234018.01
C2053,6536,1,High,Urban,290,378,6,13,7195127.19
C2054,2855,3,Medium,Rural,297,382,5,10,1913533.81
C2055,6387,2,Low,Suburban,166,427,4,13,4635374.69
C2056,8461,2,Medium,Suburban,200,435,9,20,7504574.75
C2057,6327,3,Low,Suburban,204,345,3,9,3660674.82
C2058,9237,2,High,Rural,298,257,2,14,5602796.78
C2059,5219,5,Medium,Urban,230,495,9,8,5560715.96
C2060,1093,3,Medium,Urban,299,440,8,12,1239417.5
C2061,5339,2,Medium,Suburban,259,486,9,22,5322928.04
